ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_protein_name,match_result,processing_time
UTRN_HUMAN,P46939,UTRN,Utrophin ,5,5,13,23,bin_5,357,1122,Uterophilin,0,2.65
HXA10_HUMAN,P31260,HOXA10,Homeobox protein Hox-A10,5,13,5,23,bin_5,940,162,Homeobox protein Hox-A10,1,1.66
TXNIP_HUMAN,Q9H3M7,TXNIP,Thioredoxin-interacting protein,2,19,2,23,bin_5,1989,1214,Thioredoxin-interacting protein,1,4.23
GPSM2_HUMAN,P81274,GPSM2,G-protein-signaling modulator 2,6,8,9,23,bin_5,136,468,G-protein pathway suppressor 2,0,6.76
HNF1A_HUMAN,Q99861,HNF1A,Hepatocyte nuclear factor 1-alpha,9,10,4,23,bin_5,2141,2094,HNF-1 alpha,0,1.95
HMBX1_HUMAN,Q6NT76,HMBOX1,Homeobox-containing protein 1 ,6,7,10,23,bin_5,63,366,HMG-box transcription factor 1,0,5.34
HLTF_HUMAN,Q14527,HLTF,Helicase-like transcription factor,10,6,7,23,bin_5,213,113,Helicase-like transcription factor protein,0,5.23
GRIA2_HUMAN,P42262,GRIA2,Glutamate receptor 2 ,5,5,13,23,bin_5,220,43500,"Glutamate receptor ionotropic, AMPA 2 subunit",0,4.09
UBP16_HUMAN,Q8NEL3,USP16,Ubiquitin carboxyl-terminal hydrolase 16 ,8,12,3,23,bin_5,81,409,Ubiquitin carboxyl-terminal hydrolase 16,1,1.77
HDGF_HUMAN,P51858,HDGF,Hepatoma-derived growth factor,10,6,7,23,bin_5,343,315,High mobility group protein HMG-I/HMG-Y,0,2.12
UN13A_HUMAN,Q9UPW8,UNC13A,Protein unc-13 homolog A ,5,10,8,23,bin_5,217,26,Unc-13 homolog A,0,4.83
GTR3_HUMAN,P11169,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3 ",5,8,10,23,bin_5,814,69,Glucose transporter 3,0,1.9
UNC5C_HUMAN,O95185,UNC5C,Netrin receptor UNC5C,4,11,8,23,bin_5,166,108,Netrin-1 receptor C,0,5.49
TRAF5_HUMAN,O00463,TRAF5,TNF receptor-associated factor 5,5,13,5,23,bin_5,278,158,TNF receptor-associated factor 5,1,2.54
IFT80_HUMAN,Q9P2H3,IFT80,Intraflagellar transport protein 80 homolog,0,16,7,23,bin_5,61,2,Intraflagellar transport protein 80 homolog,1,0.39
IKZF3_HUMAN,Q69BM3,IKZF3,Zinc finger protein Aiolos,10,9,4,23,bin_5,358,54,Zinc finger protein Aiolos,1,1.24
TFE3_HUMAN,P19532,TFE3,Transcription factor E3 ,7,10,6,23,bin_5,1399,7982,Transcription factor E3,1,1.27
LQSQLPEGVP,Q15750,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,5,11,7,23,bin_5,390,28,TGF-beta-activated kinase 1/MAP3K7 binding protein 1,0,1.88
GBA2_HUMAN,Q9HCG7,GBA2,Non-lysosomal glucosylceramidase ,5,12,6,23,bin_5,150,31,Lysosomal acid glucosylceramidase,0,2.69
TBB4B_HUMAN,P68371,TUBB4B,Tubulin beta-4B chain,7,3,13,23,bin_5,67,8,Tubulin beta chain 4B,0,1.16
TBL1R_HUMAN,Q9BZK7,TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1,4,14,5,23,bin_5,220,0,TBL1R-associated protein 1 X-linked receptor 1,0,5.66
JUND_HUMAN,P17535,JUND,Transcription factor JunD ,7,9,7,23,bin_5,1405,1083,Jun dimerization protein 2,0,2.34
JIP1_HUMAN,Q9UQF2,MAPK8IP1,C-Jun-amino-terminal kinase-interacting protein 1,4,8,11,23,bin_5,168,9,MAP kinase binding protein 1,0,4.4
ITPR2_HUMAN,Q14571,ITPR2,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2 ",7,6,10,23,bin_5,164,0,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2, N-terminally processed",0,6.06
CPEB1_HUMAN,Q9BZB8,CPEB1,Cytoplasmic polyadenylation element-binding protein 1,6,6,11,23,bin_5,289,182,CPE-binding protein 1,0,1.58
ITF2_HUMAN,H3BPQ1,TCF4,Transcription factor 4,11,7,5,23,bin_5,2324,4426,Transcription factor 4,1,0.32
IL21_HUMAN,Q9HBE4,IL21,Interleukin-21 ,3,18,2,23,bin_5,4325,2256,Interleukin-21,1,0.56
GBX2_HUMAN,P52951,GBX2,Homeobox protein GBX-2,7,14,2,23,bin_5,260,9,Homeobox protein GBX2,0,2.12
FUT10_HUMAN,Q6P4F1,FUT10,"Alpha-(1,3)-fucosyltransferase 10",2,15,6,23,bin_5,12,65,Fucosyltransferase 10,0,1.25
CP131_HUMAN,Q9UPN4,CEP131,Centrosomal protein of 131 kDa,2,10,11,23,bin_5,47,0,Centrosomal protein 131 homolog,0,0.5
GEMI5_HUMAN,Q8TEQ6,GEMIN5,Gem-associated protein 5,8,5,10,23,bin_5,83,4,SMN complex protein 5,0,1.1
GFRA1_HUMAN,P56159,GFRA1,GDNF family receptor alpha-1,5,8,10,23,bin_5,558,1591,GDNF family receptor alpha-1 subunit,0,1.26
ING5_HUMAN,Q8WYH8,ING5,Inhibitor of growth protein 5,3,16,4,23,bin_5,120,84483,Inhibitor of growth protein 5,1,4.23
TOP2B_HUMAN,Q02880,TOP2B,DNA topoisomerase 2-beta,6,12,5,23,bin_5,207,20,DNA topoisomerase II beta,0,4.24
CSPG4_HUMAN,Q6UVK1,CSPG4,Chondroitin sulfate proteoglycan 4,2,9,12,23,bin_5,341,983,Chondroadherin,0,3.62
MB12A_HUMAN,Q96EY5,MVB12A,Multivesicular body subunit 12A,3,11,9,23,bin_5,11,0,Vacuolar protein sorting-associated protein 12 homolog A,0,2.6
CSPG5_HUMAN,O95196,CSPG5,Chondroitin sulfate proteoglycan 5,1,8,14,23,bin_5,46,5957,Chondroadherin,0,1.64
NSUN2_HUMAN,Q08J23,NSUN2,RNA cytosine C(5)-methyltransferase NSUN2 ,4,11,8,23,bin_5,221,0,N-terminal-arginine methyltransferase 2,0,0.76
ERCC5_HUMAN,P28715,ERCC5,DNA excision repair protein ERCC-5 ,11,7,5,23,bin_5,300,355,Cockayne syndrome group B protein,0,0.61
PARPT_HUMAN,Q7Z3E1,TIPARP,Protein mono-ADP-ribosyltransferase TIPARP ,6,16,1,23,bin_5,105,36,Zinc finger protein ZPR1-binding protein ZBP-1,0,1.93
PAR6A_HUMAN,Q9NPB6,PARD6A,Partitioning defective 6 homolog alpha,2,10,11,23,bin_5,119,5,Partitioning defective 6 homolog A,0,1.85
ZNT2_HUMAN,Q9BRI3,SLC30A2,Proton-coupled zinc antiporter SLC30A2 ,4,9,10,23,bin_5,81,3,Zinc transporter Znt2,0,6.7
RHG44_HUMAN,Q17R89,ARHGAP44,Rho GTPase-activating protein 44 ,3,12,8,23,bin_5,22,16,Rho GTPase-activating protein 44,1,3.68
ESCO2_HUMAN,Q56NI9,ESCO2,N-acetyltransferase ESCO2 ,5,8,10,23,bin_5,146,13,N-acetyltransferase NatA catalytic subunit 2,0,6.63
RHOC_HUMAN,P08134,RHOC,Rho-related GTP-binding protein RhoC,3,13,7,23,bin_5,1067,7,"Ras homolog gene family, member C, plasma membrane-associated",0,1.93
PAQR1_HUMAN,Q96A54,ADIPOR1,Adiponectin receptor protein 1 ,6,15,2,23,bin_5,1306,4062,"ADIPocyte protein 2, N-terminally processed",0,5.63
DQB1_HUMAN,Q9MYH2,HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain",3,8,12,23,bin_5,3844,2017,"HLA class II histocompatibility antigen, DQ beta 1 chain",1,3.33
RIMS2_HUMAN,Q9UQ26,RIMS2,Regulating synaptic membrane exocytosis protein 2,3,15,5,23,bin_5,65,549,Rab-interacting protein 2,0,1.87
EXOS7_HUMAN,Q15024,EXOSC7,Exosome complex component RRP42,3,12,8,23,bin_5,7,1,Exosome complex component EXOSC7,0,0.73
ORAI1_HUMAN,Q96D31,ORAI1,Calcium release-activated calcium channel protein 1,4,13,6,23,bin_5,2168,1805,CRAC channel protein 1 subunit 1,0,3.06
DPB1_HUMAN,Q9XS11,HLA-DPB1,"HLA class II histocompatibility antigen, DP beta 1 chain",2,9,12,23,bin_5,1275,510,HLA class II histocompatibility antigen DP-beta 1 chain,0,4.39
RMP_HUMAN,O94763,URI1,Unconventional prefoldin RPB5 interactor 1,6,9,8,23,bin_5,70,16,Uroplakin 1a,0,0.83
MFNNACTYNE,Q9H2T5,PBRM1,Protein polybromo-1,2,13,8,23,bin_5,630,67,Polybromo 1,0,1.18
MQRLCDKYNR,Q8TEK3,DOT1L,"Histone-lysine N-methyltransferase, H3 lysine-79 specific ",8,10,5,23,bin_5,639,46,Histone-lysine N-methyltransferase DOT1L,0,0.83
NRX2A_HUMAN,Q9P2S2,NRXN2,Neurexin-2,5,13,5,23,bin_5,78,30,Neurexin-2 beta,0,5.43
RN213_HUMAN,Q8IZX2,RNF213,E3 ubiquitin-protein ligase RNF213 ,5,13,5,23,bin_5,447,296,Ring finger protein 213,0,1.05
FABPL_HUMAN,P07148,FABP1,"Fatty acid-binding protein, liver",8,8,7,23,bin_5,969,6800,"Fatty acid-binding protein 1, liver",0,0.23
DNJC5_HUMAN,Q9H3Z4,DNAJC5,DnaJ homolog subfamily C member 5 ,1,7,15,23,bin_5,66,13,"DnaJ homolog subfamily C member 5, N-terminally processed",0,5.98
RNF31_HUMAN,Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31,9,10,4,23,bin_5,135,113,E3 ubiquitin-protein ligase RNF31,1,0.51
NLGNY_HUMAN,Q8NFZ3,NLGN4Y,"Neuroligin-4, Y-linked",4,10,9,23,bin_5,27,3,"Neuronal vesicle trafficking-associated protein 4, Y-linked",0,1.66
RPE65_HUMAN,Q16518,RPE65,Retinoid isomerohydrolase ,9,9,5,23,bin_5,1126,656,Retinal pigment epithelium-specific protein RPE65,0,1.53
DMAP1_HUMAN,Q9NPF5,DMAP1,DNA methyltransferase 1-associated protein 1,3,12,8,23,bin_5,160,28,DNA methyltransferase 1-associated protein 1,1,5.19
RRAGD_HUMAN,Q9NQL2,RRAGD,Ras-related GTP-binding protein D,6,8,9,23,bin_5,50,4930,Regulator of RAB GTPase homolog D,0,5.24
RS15_HUMAN,P62841,RPS15,Small ribosomal subunit protein uS19 ,5,9,9,23,bin_5,230,7,40S ribosomal protein S15,0,1.39
RS5_HUMAN,P46782,RPS5,"Small ribosomal subunit protein uS7, N-terminally processed",4,6,13,23,bin_5,200,0,40S ribosomal protein S5,0,3.39
PAXI_HUMAN,P49023,PXN,Paxillin,5,11,7,23,bin_5,1157,3491,Paxillin,1,0.51
PDGFD_HUMAN,Q9GZP0,PDGFD,"Platelet-derived growth factor D, receptor-binding form",2,17,4,23,bin_5,376,1,Platelet-derived growth factor D,0,0.71
RXRB_HUMAN,P28702,RXRB,Retinoic acid receptor RXR-beta,8,9,6,23,bin_5,100,162,Retinoid X receptor beta,0,0.57
PLCE1_HUMAN,Q9H9X8,PLCE1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 ",6,13,4,23,bin_5,251,68,"Phosphatidylinositol phospholipase C, epsilon 1",0,5.0
EF2_HUMAN,P13639,EEF2,Elongation factor 2,7,3,13,23,bin_5,1022,1859,Elongation factor 2,1,0.43
PRGC2_HUMAN,Q8TDE5,PPARGC1B,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,5,13,5,23,bin_5,291,113,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,1,2.84
PRDX6_HUMAN,P30041,PRDX6,Peroxiredoxin-6,8,5,10,23,bin_5,655,777,Thioredoxin-dependent peroxiredoxin 6,0,2.85
PTX3_HUMAN,P26022,PTX3,Pentraxin-related protein PTX3 ,4,14,5,23,bin_5,2152,25,Pentraxin 3,0,6.79
EAA4_HUMAN,P48664,SLC1A6,Excitatory amino acid transporter 4,6,10,7,23,bin_5,109,110,Sodium- and chloride-dependent transporter SLC1A6,0,0.8
PODXL_HUMAN,O00592,PODXL,Podocalyxin,0,9,14,23,bin_5,232,710,Podocalyxin-like protein,0,4.19
PYGL_HUMAN,Q96G82,PYGL,"Glycogen phosphorylase, liver form ",11,6,6,23,bin_5,155,292,"Phosphorylase glycogen, liver",0,0.7
EIF3E_HUMAN,P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E ,3,7,13,23,bin_5,110,85,Eukaryotic translation initiation factor 3 subunit E,1,2.83
PLXB1_HUMAN,O43157,PLXNB1,Plexin-B1,5,15,3,23,bin_5,234,222,Plexin B1,0,0.51
RAB5B_HUMAN,P61020,RAB5B,Ras-related protein Rab-5B,5,6,12,23,bin_5,105,4,Ras-related protein Rab-5B,1,6.3
PLPP1_HUMAN,O14494,PLPP1,Phospholipid phosphatase 1 ,6,11,6,23,bin_5,17,3688,Phospholipid phosphatase 1,1,6.5
PLPL8_HUMAN,Q9NP80,PNPLA8,Calcium-independent phospholipase A2-gamma ,5,12,6,23,bin_5,29,124,Patatin-like phospholipase domain-containing protein 8,0,0.95
E2AK1_HUMAN,Q9UHG4,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1 ,5,15,3,23,bin_5,62,274,Eukaryotic translation initiation factor 2 alpha kinase 1,0,3.61
PDLI1_HUMAN,O00151,PDLIM1,PDZ and LIM domain protein 1,5,10,8,23,bin_5,85,0,Z-disc alternative adaptor protein,0,0.57
PKP4_HUMAN,Q99569,PKP4,Plakophilin-4,1,6,16,23,bin_5,55,18,Plakophilin-4,1,1.68
GTPB4_HUMAN,Q9BZE4,GTPBP4,GTP-binding protein 4,4,11,8,23,bin_5,31,28245,GTP-binding protein 4,1,0.66
EMX1_HUMAN,Q04741,EMX1,Homeobox protein EMX1 ,3,15,5,23,bin_5,288,115,Empty spiracles homeobox 1,0,5.13
TIRSPVQIRN,Q9Y2J1,VPS13A,Intermembrane lipid transfer protein VPS13A ,0,12,11,23,bin_5,224,2,Vacuolar protein sorting-associated protein 13 homolog A,0,1.8
RASA1_HUMAN,P20936,RASA1,Ras GTPase-activating protein 1,6,13,4,23,bin_5,339,2602,Ras GTPase-activating protein 1,1,0.81
PITM1_HUMAN,O00562,PITPNM1,Membrane-associated phosphatidylinositol transfer protein 1,7,6,10,23,bin_5,31,26,Receptor protein tyrosine phosphatase-like protein PTPNRM1,0,3.35
EPHA1_HUMAN,P21709,EPHA1,Ephrin type-A receptor 1,6,15,2,23,bin_5,324,1508,Ephrin type-A receptor 1,1,3.66
DYH5_HUMAN,Q8TE73,DNAH5,Dynein axonemal heavy chain 5,5,10,8,23,bin_5,211,98,Dynein axonemal assembly factor 5,0,3.13
PGRP1_HUMAN,O75594,PGLYRP1,Peptidoglycan recognition protein 1,7,10,6,23,bin_5,193,251,Pleiotropic lyase PGLYRP1,0,2.03
DUS22_HUMAN,Q9NRW4,DUSP22,Dual specificity protein phosphatase 22 ,5,13,5,23,bin_5,185,239,Dual specificity protein phosphatase DUSP22,0,5.31
GGRVFVHCQA,P28562,DUSP1,Dual specificity protein phosphatase 1 ,8,13,2,23,bin_5,1522,517,Dual specificity phosphatase 1,0,0.79
RCC1_HUMAN,P18754,RCC1,Regulator of chromosome condensation,8,8,7,23,bin_5,581,2656,Regulator of chromosome condensation 1,0,1.85
RECQ4_HUMAN,O94761,RECQL4,ATP-dependent DNA helicase Q4,10,8,5,23,bin_5,367,2355,DNA helicase RecQ-like protein 4,0,3.24
NID1_HUMAN,P14543,NID1,Nidogen-1,8,9,6,23,bin_5,131,922,Nidogen-1,1,4.08
FCN2_HUMAN,Q15485,FCN2,Ficolin-2,7,8,8,23,bin_5,127,202,Ficolin-2,1,1.55
VATH_HUMAN,Q9UI12,ATP6V1H,V-type proton ATPase subunit H,2,9,12,23,bin_5,33,97,V-type H+-transporting ATPase subunit,0,1.83
LX12B_HUMAN,O75342,ALOX12B,"Arachidonate 12-lipoxygenase, 12R-type ",8,12,3,23,bin_5,126,2,Arachidonic acid 12-lipoxygenase B,0,0.75
MD1L1_HUMAN,Q9Y6D9,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,2,9,12,23,bin_5,321,188,Chromosome segregation protein 5,0,0.58
DAAF1_HUMAN,Q8NEP3,DNAAF1,Dynein axonemal assembly factor 1,1,15,7,23,bin_5,29,32,Dynein axonemal assembly factor 1,1,3.05
SIAH1_HUMAN,Q8IUQ4,SIAH1,E3 ubiquitin-protein ligase SIAH1,5,14,4,23,bin_5,343,245,Seven-in-absentia homolog 1,0,1.68
MCM8_HUMAN,Q9UJA3,MCM8,DNA helicase MCM8,9,9,5,23,bin_5,128,90,DNA helicase MCM8,1,0.53
MBD1_HUMAN,CSTCLLQLPH,MBD1,Methyl-CpG-binding domain protein 1 ,6,11,6,23,bin_5,341,489,Methyl-CpG binding domain protein 1,0,0.93
PSDE_HUMAN,O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,6,8,9,23,bin_5,130,27,26S proteasome non-ATPase subunit 14,0,1.3
MAP4_HUMAN,P27816,MAP4,Microtubule-associated protein 4,4,9,10,23,bin_5,67011,66816,Microtubule-associated protein 4,1,0.62
MAOX_HUMAN,P48163,ME1,NADP-dependent malic enzyme ,10,10,3,23,bin_5,679,288,"Malic enzyme 1, NAD(+)-dependent, cytosolic",0,0.63
SKAP1_HUMAN,Q86WV1,SKAP1,Src kinase-associated phosphoprotein 1,4,11,8,23,bin_5,84,66,Proline-rich protein Skap1,0,0.47
MA2A1_HUMAN,Q16706,MAN2A1,Alpha-mannosidase 2,6,12,5,23,bin_5,37,1854,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase 1A",0,1.16
M4K4_HUMAN,O95819,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,6,15,2,23,bin_5,298,41318,Serine/threonine kinase MAP4K4,0,0.33
SMC2_HUMAN,O95347,SMC2,Structural maintenance of chromosomes protein 2,4,8,11,23,bin_5,204,1219,Structural maintenance of chromosomes protein 2,1,0.63
FOXE1_HUMAN,O00358,FOXE1,Forkhead box protein E1,5,16,2,23,bin_5,316,107,Hepatocyte nuclear factor 3-alpha,0,3.06
CXB6_HUMAN,O95452,GJB6,Gap junction beta-6 protein,5,15,3,23,bin_5,632,560,Gap junction protein beta-6,0,0.36
SGPL1_HUMAN,O95470,SGPL1,Sphingosine-1-phosphate lyase 1 ,2,19,2,23,bin_5,153,286,Lysophosphatidylcholine acyltransferase 1,0,1.68
LRC8A_HUMAN,Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A ,3,14,6,23,bin_5,221,69,Leucine-rich repeat-containing protein 8A,0,0.59
SMCR8_HUMAN,Q8TEV9,SMCR8,Guanine nucleotide exchange protein SMCR8 ,4,11,8,23,bin_5,48,40,SMCR8-SMARD1 complex subunit SMCR8,0,2.45
SMRD2_HUMAN,Q92925,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,2,11,10,23,bin_5,33,14,SMARCD2 protein,0,0.58
SMUF2_HUMAN,Q9HAU4,SMURF2,E3 ubiquitin-protein ligase SMURF2,4,11,8,23,bin_5,436,319,E3 ubiquitin-protein ligase SMURF2,1,0.88
FOXK2_HUMAN,Q01167,FOXK2,Forkhead box protein K2 ,8,10,5,23,bin_5,93,25,Forkhead box protein K2,1,0.31
SNX17_HUMAN,Q15036,SNX17,Sorting nexin-17,3,11,9,23,bin_5,73,35,Sorting nexin-17,1,2.29
FOXM1_HUMAN,Q08050,FOXM1,Forkhead box protein M1,5,15,3,23,bin_5,2482,1640,Forkhead box protein M1,1,0.53
LKHA4_HUMAN,P09960,LTA4H,Leukotriene A-4 hydrolase,8,8,7,23,bin_5,295,575,Leukotriene-A4 hydrolase,0,0.79
LIRA2_HUMAN,Q8N149,LILRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,4,17,2,23,bin_5,49,41,Leukocyte immunoglobulin-like receptor subfamily A member 2,1,1.5
FRIH_HUMAN,P02794,FTH1,"Ferritin heavy chain, N-terminally processed",6,7,10,23,bin_5,816,0,Ferritin light chain,0,0.42
CTIP_HUMAN,Q99708,RBBP8,DNA endonuclease RBBP8,6,11,6,23,bin_5,297,30,Ras radiation-associated protein,0,1.05
LCAP_HUMAN,Q9UIQ6,LNPEP,"Leucyl-cystinyl aminopeptidase, pregnancy serum form",5,9,9,23,bin_5,59,2,"Leucine aminopeptidase, metalloprotease-type",0,2.16
MD2L1_HUMAN,Q13257,MAD2L1,Mitotic spindle assembly checkpoint protein MAD2A,2,10,11,23,bin_5,711,3,Chromosome segregation protein 5,0,3.91
YKT6_HUMAN,O15498,YKT6,Synaptobrevin homolog YKT6,3,5,15,23,bin_5,134,11,Ykt6-associated protein 1,0,1.07
S10AD_HUMAN,Q99584,S100A13,Protein S100-A13,8,6,9,23,bin_5,129,1,S100 calcium-binding protein A13,0,0.86
DIC_HUMAN,Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier ,7,12,4,23,bin_5,41,254,ADP/ATP translocase 2,0,0.86
S12A6_HUMAN,Q9UHW9,SLC12A6,Solute carrier family 12 member 6,5,13,5,23,bin_5,1109,1028,Solute carrier family 12 member 6,1,3.3
NEO1_HUMAN,YKGNSKDVKP,NEO1,Neogenin,4,12,7,23,bin_5,137,337,Neuronal vesicle trafficking-associated protein 1,0,1.38
S27A5_HUMAN,Q9Y2P5,SLC27A5,Long-chain fatty acid transport protein 5 ,8,10,5,23,bin_5,62,445,Long-chain fatty acid transport protein 5,1,0.71
NDUS2_HUMAN,O75306,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",8,10,5,23,bin_5,120,1544,NADH:ubiquinone oxidoreductase chain S2,0,3.74
NDUAD_HUMAN,Q9P0J0,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,2,14,7,23,bin_5,142,10,NADH:ubiquinone oxidoreductase subunit A13,0,0.88
S36A1_HUMAN,Q7Z2H8,SLC36A1,Proton-coupled amino acid transporter 1 ,8,10,5,23,bin_5,139,179,Sodium-dependent transport protein 4,0,0.74
S38A9_HUMAN,Q8NBW4,SLC38A9,Neutral amino acid transporter 9 ,11,7,5,23,bin_5,72,2021,Sodium-coupled neutral amino acid transporter 9,0,4.27
DESM_HUMAN,Q8TAC4,DES,Desmin,3,6,14,23,bin_5,627499,11560,Desmin,1,0.48
S6A13_HUMAN,Q9NSD5,SLC6A13,Sodium- and chloride-dependent GABA transporter 2,8,10,5,23,bin_5,103,29,Sodium- and chloride-dependent transporter XTRP3,0,1.44
DEF5_HUMAN,Q01523,DEFA5,HD5(63-94) ,1,14,8,23,bin_5,179,3,Defensin alpha 5,0,0.74
NCOA3_HUMAN,Q9Y6Q9,NCOA3,Nuclear receptor coactivator 3,8,8,7,23,bin_5,629,702,Nuclear receptor coactivator 3,1,4.41
DACH1_HUMAN,Q96SG4,DACH1,Dachshund homolog 1,4,13,6,23,bin_5,287,60,Dachshund protein homolog 1,0,0.57
SAV1_HUMAN,Q9H4B6,SAV1,Protein salvador homolog 1,3,17,3,23,bin_5,197,87,SMC6-associated protein 1,0,0.28
NAPEP_HUMAN,Q6IQ20,NAPEPLD,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D ,5,8,10,23,bin_5,264,13,N-acylphosphatidylethanolamine-specific phospholipase D,0,1.07
NANOG_HUMAN,Q9H9S0,NANOG,Homeobox protein NANOG,8,10,5,23,bin_5,7200,2446,Homeobox protein NANOG,1,0.47
MVP_HUMAN,Q14764,MVP,Major vault protein,3,8,12,23,bin_5,3253,663,Major vault protein,1,0.33
MTSS1_HUMAN,O43312,MTSS1,Protein MTSS 1 ,5,13,5,23,bin_5,217,117,Metastasis suppressor 1 protein,0,0.88
SDC1_HUMAN,P18827,SDC1,Syndecan-1 ,2,14,7,23,bin_5,1674,3002,Fibronectin type-III domain-containing protein SDC1,0,8.21
FLNB_HUMAN,Q6MZJ1,FLNB,Filamin-B,5,6,12,23,bin_5,188,1619,"Flavin-containing kinase 1, nuclear",0,5.6
MK11_HUMAN,Q15759,MAPK11,Mitogen-activated protein kinase 11,4,15,4,23,bin_5,107,190,Extracellular signal-regulated kinase 3,0,1.0
SEM3C_HUMAN,Q99985,SEMA3C,Semaphorin-3C,2,18,3,23,bin_5,205,88,Semaphorin-3C,1,1.35
MFN2_HUMAN,O95140,MFN2,Mitofusin-2 ,3,16,4,23,bin_5,2545,1151,Mitofusin-2,1,1.41
MEIS1_HUMAN,O00470,MEIS1,Homeobox protein Meis1,5,15,3,23,bin_5,799,516,Meis homeobox protein 1,0,1.52
PKP3_HUMAN,Q9Y446,PKP3,Plakophilin-3,5,9,9,23,bin_5,101,532,Plakophilin-3,1,1.97
1433B_HUMAN,P31946,YWHAB,"14-3-3 protein beta/alpha, N-terminally processed",8,7,8,23,bin_5,168,0,14-3-3 protein beta/alpha,0,3.02
ATP9A_HUMAN,O75110,ATP9A,Probable phospholipid-transporting ATPase IIA,5,7,11,23,bin_5,29,1,ATP1A1-like protein 1,0,2.86
ASIC1_HUMAN,P78348,ASIC1,Acid-sensing ion channel 1 ,3,14,6,23,bin_5,580,1266,Amiloride-sensitive sodium channel subunit ASIC1,0,2.8
DVPDVNIEGP,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,5,3,15,23,bin_5,299,15,Desmoplakin,0,1.67
ADH4_HUMAN,P08319,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4 ,12,9,2,23,bin_5,244,1,"Class III alcohol dehydrogenase, zinc-dependent, alpha polypeptide",0,2.83
AT1B3_HUMAN,P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,3,13,7,23,bin_5,58,0,Sodium/potassium-transporting ATPase subunit beta-3,1,1.92
AZIN2_HUMAN,Q96L56,AZIN2,Antizyme inhibitor 2,2,8,13,23,bin_5,34,138,"Arginine/serine-rich coiled-coil 1, N-terminally processed",0,4.66
CD177_HUMAN,Q8N6Q3,CD177,CD177 antigen ,3,12,8,23,bin_5,375,253,Neutrophil defensin 1,0,11.5
FVECLKLNKK,Q9BV23,ABHD6,Monoacylglycerol lipase ABHD6 ,2,11,10,23,bin_5,144,110,Abhydrolase domain-containing protein 6,0,2.82
CD22_HUMAN,Q92872,CD22,B-cell receptor CD22 ,6,8,9,23,bin_5,2924,523,B-cell receptor (BCR) CD22 molecule,0,3.76
BICD2_HUMAN,Q8TD16,BICD2,Protein bicaudal D homolog 2,5,11,7,23,bin_5,181,14,Protein bicaudal D homolog 2,1,5.52
CER1_HUMAN,O95813,CER1,Cerberus,4,17,2,23,bin_5,272,323,Cerberus-like protein 1,0,1.21
AKAP8_HUMAN,O43823,AKAP8,A-kinase anchor protein 8,6,9,8,23,bin_5,66,235,A-kinase anchoring protein 8,0,0.54
ATS5_HUMAN,Q9UNA0,ADAMTS5,A disintegrin and metalloproteinase with thrombospondin motifs 5,9,9,5,23,bin_5,1513,757,ADAM metallopeptidase with thrombospondin type 1 motif 5,0,5.26
AQP3_HUMAN,Q92482,AQP3,Aquaporin-3,4,13,6,23,bin_5,1531,1047,Aquaporin-3,1,1.84
ATG9A_HUMAN,Q9HAG7,ATG9A,Autophagy-related protein 9A ,1,6,16,23,bin_5,276,61,Autophagy-related protein 9A,1,0.93
BIRC7_HUMAN,Q96CA5,BIRC7,Baculoviral IAP repeat-containing protein 7 30kDa subunit,6,11,6,23,bin_5,273,0,Baculoviral IAP repeat-containing protein 7,0,0.65
AQP2_HUMAN,P41181,AQP2,Aquaporin-2,3,10,10,23,bin_5,2032,2151,Aquaporin-2,1,2.74
BAG5_HUMAN,Q9UL15,BAG5,BAG family molecular chaperone regulator 5,4,11,8,23,bin_5,90,26,BCL2-associated athanogene 5,0,2.62
