ID,AC,gene_symbol,protein_name,GO_F Count,GO_P Count,GO_C Count,all_go_counts,bin,normalized_protein,normalized_gene_name,MATCH,PMC_ID,Rank,PMC_PROTEIN,HGNC_symbol,gene_id,gene_name,Bin2,predicted_gene_name,pmatch
S26A5_HUMAN,P58743,SLC26A5,Prestin ,8,17,4,29,bin_5,Prestin,SLC26A5,1,594,3391,1983,SLC26A5,HGNC:9359,solute carrier family 26 member 5,18,prostaglandin-endoperoxide synthase 2,0
ERO1A_HUMAN,Q96HE7,ERO1A,ERO1-like protein alpha,4,15,8,27,bin_5,ERO1-like protein alpha,ERO1A,1,504,3526,181,ERO1A,HGNC:13280,endoplasmic reticulum oxidoreductase 1 alpha,18,ret proto-oncogene,0
BAG4_HUMAN,O95429,BAG4,BAG family molecular chaperone regulator 4,5,15,5,25,bin_5,BAG family molecular chaperone regulator 4,BAG4,1,563,3435,2142,BAG4,HGNC:940,BAG cochaperone 4,18,cyclin dependent kinase inhibitor 1A,0
NTF4_HUMAN,P34130,NTF4,Neurotrophin-4,2,15,5,22,bin_5,Neurotrophin-4,NTF4,1,557,3445,3390,NTF4,HGNC:8024,neurotrophin 4,18,nuclear receptor subfamily 1 group I member 2,0
FUT9_HUMAN,Q9Y231,FUT9,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9 ,4,16,4,24,bin_5,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9,FUT9,1,581,3412,7,FUT9,HGNC:4020,fucosyltransferase 9,18,glutamate ionotropic receptor NMDA type subunit 1,0
AAKG1_HUMAN,P54619,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1,8,9,6,23,bin_5,5'-AMP-activated protein kinase subunit gamma-1,PRKAG1,1,502,3530,473,PRKAG1,HGNC:9385,protein kinase AMP-activated non-catalytic subunit gamma 1,18,prostaglandin-endoperoxide synthase 2,0
SIA8B_HUMAN,Q92186,ST8SIA2,"Alpha-2,8-sialyltransferase 8B ",3,12,7,22,bin_5,"Alpha-2,8-sialyltransferase 8B",ST8SIA2,1,500,3534,37,ST8SIA2,HGNC:10870,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",18,prostaglandin-endoperoxide synthase 2,0
PLCB3_HUMAN,Q01970,PLCB3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 ",7,7,6,20,bin_5,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,1,563,3436,113,PLCB3,HGNC:9056,phospholipase C beta 3,18,prostaglandin-endoperoxide synthase 2,0
HEN2_HUMAN,Q02577,NHLH2,Helix-loop-helix protein 2,6,11,3,20,bin_5,Helix-loop-helix protein 2,TCF4,0,427,3630,168994,NHLH2,HGNC:7818,nescient helix-loop-helix 2,19,nuclear receptor subfamily 3 group C member 1,0
IGHE_HUMAN,P01854,IGHE,Immunoglobulin heavy constant epsilon ,2,18,6,26,bin_5,Immunoglobulin heavy constant epsilon,IGHE,1,380,3691,2426,IGHE,HGNC:5522,immunoglobulin heavy constant epsilon,19,interleukin 6,0
RUXE_HUMAN,P62304,SNRPE,Small nuclear ribonucleoprotein E,1,5,21,27,bin_5,Small nuclear ribonucleoprotein E,SNRPE,1,401,3661,51377,SNRPE,HGNC:11161,small nuclear ribonucleoprotein polypeptide E,19,ret proto-oncogene,0
ZDHC3_HUMAN,Q9NYG2,ZDHHC3,Palmitoyltransferase ZDHHC3 ,5,12,4,21,bin_5,Palmitoyltransferase ZDHHC3,ZDHHC3,1,342,3735,181,ZDHHC3,HGNC:18470,zDHHC palmitoyltransferase 3,19,prostaglandin-endoperoxide synthase 2,0
MTPN_HUMAN,P58546,MTPN,Myotrophin,1,15,6,22,bin_5,Myotrophin,MTPN,1,435,3621,628,MTPN,HGNC:15667,myotrophin,19,prostaglandin-endoperoxide synthase 2,0
NUDT3_HUMAN,O95989,NUDT3,Diphosphoinositol polyphosphate phosphohydrolase 1 ,13,8,3,24,bin_5,Diphosphoinositol polyphosphate phosphohydrolase 1,NUDT3,1,417,3640,154,NUDT3,HGNC:8050,nudix hydrolase 3,19,prostaglandin-endoperoxide synthase 2,0
RP3A_HUMAN,Q9Y2J0,RPH3A,Rabphilin-3A,10,5,11,26,bin_5,Rabphilin-3A,RPH3A,1,413,3647,730,RPH3A,HGNC:17056,rabphilin 3A,19,prostaglandin-endoperoxide synthase 2,0
EGLKFLFDSV,O00410,IPO5,Importin-5,5,7,9,21,bin_5,Importin-5,IPO5,1,464,3577,323,IPO5,HGNC:6402,importin 5,19,kinesin family member 5B,0
EXOC4_HUMAN,Q96A65,EXOC4,Exocyst complex component 4,1,10,11,22,bin_5,Exocyst complex component 4,EXOC4,1,437,3620,4704,EXOC4,HGNC:30389,exocyst complex component 4,19,"serine peptidase inhibitor, Kazal type 6",0
PCID2_HUMAN,Q9NW44,PCID2,PCI domain-containing protein 2,2,14,4,20,bin_5,PCI domain-containing protein 2,PCID2,1,454,3594,1794,PCID2,HGNC:25653,PCI domain containing 2,19,serine/threonine kinase 40,0
COL11_HUMAN,B4E1G0,COLEC11,Collectin-11,7,8,5,20,bin_5,Collectin-11,COLEC11,1,401,3663,430,COLEC11,HGNC:17213,collectin subfamily member 11,19,prostaglandin-endoperoxide synthase 2,0
CAMP3_HUMAN,Q9P1Y5,CAMSAP3,Calmodulin-regulated spectrin-associated protein 3 ,5,19,7,31,bin_5,Calmodulin-regulated spectrin-associated protein 3,CAMSAP3,1,331,3750,316,CAMSAP3,HGNC:29307,calmodulin regulated spectrin associated protein family member 3,19,sodium voltage-gated channel alpha subunit 9,0
UN13B_HUMAN,O14795,UNC13B,Protein unc-13 homolog B ,7,13,10,30,bin_5,protein,UNC13B,1,416,3641,962,UNC13B,HGNC:12566,unc-13 homolog B,19,ret proto-oncogene,0
NPT4_HUMAN,O00476,SLC17A3,Sodium-dependent phosphate transport protein 4,7,9,6,22,bin_5,Sodium-dependent phosphate transport protein 4,SLC17A3,1,370,3706,7427,SLC17A3,HGNC:10931,solute carrier family 17 member 3,19,prostaglandin-endoperoxide synthase 2,0
DZIP1_HUMAN,Q86YF9,DZIP1,Cilium assembly protein DZIP1 ,3,15,11,29,bin_5,Cilium assembly protein DZIP1,DZIP1,1,424,3632,138,DZIP1,HGNC:20908,DAZ interacting zinc finger protein 1,19,serine/threonine kinase 11,0
BRSK2_HUMAN,Q8IWQ3,BRSK2,Serine/threonine-protein kinase BRSK2,9,17,5,31,bin_5,Serine/threonine-protein kinase BRSK2,BRSK2,1,465,3574,85,BRSK2,HGNC:11405,BR serine/threonine kinase 2,19,ret proto-oncogene,0
DP13B_HUMAN,Q8NEU8,APPL2,DCC-interacting protein 13-beta ,5,24,14,43,bin_5,DCC-interacting protein 13-beta,APPL2,1,457,3583,9,APPL2,HGNC:18242,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",19,prostaglandin-endoperoxide synthase 2,0
ELA_HUMAN,P0DMC3,APELA,Apelin receptor early endogenous ligand ,2,18,2,22,bin_5,Apelin receptor early endogenous ligand,APELA,1,370,3705,2279,APELA,HGNC:48925,apelin receptor early endogenous ligand,19,angiotensin converting enzyme 2,0
PJA2_HUMAN,O43164,PJA2,E3 ubiquitin-protein ligase Praja-2,5,10,9,24,bin_5,E3 ubiquitin-protein ligase Praja-2,PJA2,1,373,3702,19,PJA2,HGNC:17481,praja ring finger ubiquitin ligase 2,19,prostaglandin-endoperoxide synthase 2,0
RC3H1_HUMAN,Q5TC82,RC3H1,Roquin-1 ,10,28,1,39,bin_5,Roquin-1,RC3H1,1,355,3721,234,RC3H1,HGNC:29434,ring finger and CCCH-type domains 1,19,forkhead box P3,0
S29A2_HUMAN,Q14542,SLC29A2,Equilibrative nucleoside transporter 2 ,9,20,4,33,bin_5,Equilibrative nucleoside transporter 2,SLC29A2,1,370,3703,335,SLC29A2,HGNC:11004,solute carrier family 29 member 2,19,prostaglandin-endoperoxide synthase 2,0
ZNT2_HUMAN,Q9BRI3,SLC30A2,Proton-coupled zinc antiporter SLC30A2 ,4,9,10,23,bin_5,Proton-coupled zinc antiporter SLC30A2,SLC30A2,1,411,3650,22,SLC30A2,HGNC:11013,solute carrier family 30 member 2,19,prostaglandin-endoperoxide synthase 2,0
TMED2_HUMAN,Q15363,TMED2,Transmembrane emp24 domain-containing protein 2,3,28,15,46,bin_5,Transmembrane emp24 domain-containing protein 2,TMED2,1,455,3589,468,TMED2,HGNC:16996,transmembrane p24 trafficking protein 2,19,prostaglandin-endoperoxide synthase 2,0
SMD2_HUMAN,P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,1,6,20,27,bin_5,Small nuclear ribonucleoprotein Sm D2,SNRPD2,1,350,3724,8614,SNRPD2,HGNC:11159,small nuclear ribonucleoprotein D2 polypeptide,19,ret proto-oncogene,0
KI16B_HUMAN,Q9BQM0,KIF16B,Kinesin-like protein KIF16B,8,9,8,25,bin_5,Kinesin-like protein KIF16B,KIF16B,1,420,3633,73,KIF16B,HGNC:15869,kinesin family member 16B,19,prostaglandin-endoperoxide synthase 2,0
BHA15_HUMAN,Q7RTS1,BHLHA15,Class A basic helix-loop-helix protein 15,7,19,2,28,bin_5,Class A basic helix-loop-helix protein 15,BHLHA15,1,415,3643,31709,BHLHA15,HGNC:22265,basic helix-loop-helix family member a15,19,serine/threonine kinase 11,0
SMD1_HUMAN,P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,1,6,21,28,bin_5,Small nuclear ribonucleoprotein Sm D1,SNRPD1,1,444,3610,8752,SNRPD1,HGNC:11158,small nuclear ribonucleoprotein D1 polypeptide,19,prostaglandin-endoperoxide synthase 2,0
UN13C_HUMAN,Q8NB66,UNC13C,Protein unc-13 homolog C,5,7,9,21,bin_5,protein,UNC13C,1,349,3728,973,UNC13C,HGNC:23149,unc-13 homolog C,19,serine/threonine kinase 11,0
NECT3_HUMAN,Q9NQS3,NECTIN3,Nectin-3,3,8,9,20,bin_5,Nectin-3,PVRL3,0,344,3732,2051,NECTIN3,HGNC:17664,nectin cell adhesion molecule 3,19,prostaglandin-endoperoxide synthase 2,0
MK15_HUMAN,Q8TD08,MAPK15,Mitogen-activated protein kinase 15 ,8,16,11,35,bin_5,Mitogen-activated protein kinase 15,MAPK15,1,419,3634,204834,MAPK15,HGNC:24667,mitogen-activated protein kinase 15,19,serine/threonine kinase 40,0
ARP8_HUMAN,Q9H981,ACTR8,Actin-related protein 8,1,15,4,20,bin_5,Actin-related protein 8,ACTR8,1,87,3963,8544,ACTR8,HGNC:14672,actin related protein 8,20,ret proto-oncogene,0
THAP7_HUMAN,Q9BT49,THAP7,THAP domain-containing protein 7,12,4,6,22,bin_5,THAP domain-containing protein 7,THAP7,1,229,3874,323,THAP7,HGNC:23190,THAP domain containing 7,20,forkhead box P3,0
INP5K_HUMAN,Q9BT40,INPP5K,Inositol polyphosphate 5-phosphatase K ,11,35,11,57,bin_5,Inositol polyphosphate 5-phosphatase K,INPP5K,1,264,3838,1750,INPP5K,HGNC:33882,inositol polyphosphate-5-phosphatase K,20,"serine peptidase inhibitor, Kazal type 7",0
SEPT2_HUMAN,Q15019,SEPTIN2,Septin-2,5,7,21,33,bin_5,Septin-2,2-Sep,0,244,3858,701,SEPTIN2,HGNC:7729,septin 2,20,mitogen-activated protein kinase 1,0
RABX5_HUMAN,Q9UJ41,RABGEF1,Rab5 GDP/GTP exchange factor,5,20,6,31,bin_5,Rab5 GDP/GTP exchange factor,RABGEF1,1,315,3772,707,RABGEF1,HGNC:17676,RAB guanine nucleotide exchange factor 1,20,prostaglandin-endoperoxide synthase 2,0
CD5R2_HUMAN,Q13319,CDK5R2,Cyclin-dependent kinase 5 activator 2,4,9,7,20,bin_5,Cyclin-dependent kinase 5 activator 2,CDK5R2,1,216,3883,3661,CDK5R2,HGNC:1776,cyclin dependent kinase 5 regulatory subunit 2,20,cytochrome P450 family 2 subfamily C member 9,0
SYEP_HUMAN,P07814,EPRS1,Proline--tRNA ligase ,8,7,7,22,bin_5,Proline--tRNA ligase,PARS2,0,107,3954,236,EPRS1,HGNC:3418,glutamyl-prolyl-tRNA synthetase 1,20,epidermal growth factor receptor,0
KLH22_HUMAN,Q53GT1,KLHL22,Kelch-like protein 22 ,2,12,11,25,bin_5,Kelch-like protein 22,KLHL22,1,250,3849,5726,KLHL22,HGNC:25888,kelch like family member 22,20,serine/threonine kinase 40,0
ZC3H8_HUMAN,Q8N5P1,ZC3H8,Zinc finger CCCH domain-containing protein 8,4,9,8,21,bin_5,Zinc finger CCCH domain-containing protein 8,ZC3H8,1,121,3949,1948,ZC3H8,HGNC:30941,zinc finger CCCH-type containing 8,20,serine/threonine kinase 40,0
PLXB3_HUMAN,Q9ULL4,PLXNB3,Plexin-B3,4,13,3,20,bin_5,Plexin-B3,PLXNB3,1,269,3832,248,PLXNB3,HGNC:9105,plexin B3,20,prostaglandin-endoperoxide synthase 2,0
CCG7_HUMAN,P62955,CACNG7,Voltage-dependent calcium channel gamma-7 subunit,3,10,9,22,bin_5,Voltage-dependent calcium channel gamma-7 subunit,CACNG7,1,191,3900,232,CACNG7,HGNC:13626,calcium voltage-gated channel auxiliary subunit gamma 7,20,ret proto-oncogene,0
PITM1_HUMAN,O00562,PITPNM1,Membrane-associated phosphatidylinositol transfer protein 1,7,6,10,23,bin_5,Membrane-associated phosphatidylinositol transfer protein 1,PITPNM1,1,172,3915,12342,PITPNM1,HGNC:9003,phosphatidylinositol transfer protein membrane associated 1,20,prostaglandin-endoperoxide synthase 2,0
PAG15_HUMAN,Q8NCC3,PLA2G15,Lysosomal phospholipase A and acyltransferase,10,10,7,27,bin_5,Lysosomal phospholipase A and acyltransferase,LIPA,0,279,3818,328,PLA2G15,HGNC:17163,phospholipase A2 group XV,20,prostaglandin-endoperoxide synthase 2,0
ARFP2_HUMAN,P53365,ARFIP2,Arfaptin-2 ,9,9,7,25,bin_5,Arfaptin-2,ARFIP2,1,140,3939,182,ARFIP2,HGNC:17160,ARF interacting protein 2,20,prostaglandin-endoperoxide synthase 2,0
SH2B2_HUMAN,O14492,SH2B2,SH2B adapter protein 2,4,11,6,21,bin_5,SH2B adapter protein 2,SH2B2,1,302,3787,318,SH2B2,HGNC:17381,SH2B adaptor protein 2,20,prostaglandin-endoperoxide synthase 2,0
CNOT9_HUMAN,Q92600,CNOT9,CCR4-NOT transcription complex subunit 9 ,5,8,7,20,bin_5,CCR4-NOT transcription complex subunit 9,CNOT9,1,306,3781,2365,CNOT9,HGNC:10445,CCR4-NOT transcription complex subunit 9,20,prostaglandin-endoperoxide synthase 2,0
H2B1J_HUMAN,P06899,H2BC11,Histone H2B type 1-J,4,10,6,20,bin_5,Histone H2B type 1-J,HIST1H2BJ,0,57,3967,513,H2BC11,HGNC:4761,H2B clustered histone 11,20,interleukin 6,0
WASC5_HUMAN,Q12768,WASHC5,WASH complex subunit 5 ,0,14,8,22,bin_5,WASH complex subunit 5,WASHC5,1,149,3931,76275,WASHC5,HGNC:28984,WASH complex subunit 5,20,"serine peptidase inhibitor, Kazal type 5",0
3BP1_HUMAN,Q9Y3L3,SH3BP1,SH3 domain-binding protein 1 ,3,15,7,25,bin_5,SH3 domain-binding protein 1,SH3BP1,1,243,3859,5304,SH3BP1,HGNC:10824,SH3 domain binding protein 1,20,prostaglandin-endoperoxide synthase 2,0
VATF_HUMAN,Q16864,ATP6V1F,V-type proton ATPase subunit F,3,7,13,23,bin_5,V-type proton ATPase subunit F,ATP6V1F,1,308,3778,2438,ATP6V1F,HGNC:16832,ATPase H+ transporting V1 subunit F,20,angiotensin converting enzyme 2,0
HINFP_HUMAN,Q9BQA5,HINFP,Histone H4 transcription factor,12,15,3,30,bin_5,Histone H4 transcription factor,no appropriate match,0,246,3856,94322,HINFP,HGNC:17850,histone H4 transcription factor,20,serpin family E member 1,0
CROCC_HUMAN,Q5TZA2,CROCC,Rootletin,4,12,10,26,bin_5,Rootletin,CROCC,1,272,3829,562,CROCC,HGNC:21299,"ciliary rootlet coiled-coil, rootletin",20,serine/threonine kinase 11,0
FUT10_HUMAN,Q6P4F1,FUT10,"Alpha-(1,3)-fucosyltransferase 10",2,15,6,23,bin_5,"Alpha-(1,3)-fucosyltransferase 10",FUT10,1,211,3887,6517,FUT10,19234,Fucosyltransferase 10,20,None,0
SCIMP_HUMAN,Q6UWF3,SCIMP,SLP adapter and CSK-interacting membrane protein,1,12,9,22,bin_5,SLP adapter and CSK-interacting membrane protein,SCIMP,1,243,3860,19,SCIMP,HGNC:33504,SLP adaptor and CSK interacting membrane protein,20,sodium voltage-gated channel alpha subunit 11,0
ARL8A_HUMAN,Q96BM9,ARL8A,ADP-ribosylation factor-like protein 8A,4,4,12,20,bin_5,ADP-ribosylation factor-like protein 8A,ARL8A,1,182,3908,92,ARL8A,HGNC:25192,ARF like GTPase 8A,20,serine/threonine kinase 40,0
TPC1_HUMAN,Q9ULQ1,TPCN1,Two pore channel protein 1 ,9,3,8,20,bin_5,Two pore channel protein 1,TPCN1,1,304,3782,113142,TPCN1,HGNC:18182,two pore segment channel 1,20,solute carrier family 22 member 4,0
TMIG1_HUMAN,Q6UXZ0,TMIGD1,Transmembrane and immunoglobulin domain-containing protein 1,2,13,6,21,bin_5,Transmembrane and immunoglobulin domain-containing protein 1,TMIGD1,1,141,3938,13495,TMIGD1,HGNC:32431,transmembrane and immunoglobulin domain containing 1,20,"serine peptidase inhibitor, Kazal type 6",0
SLF1_HUMAN,Q9BQI6,SLF1,SMC5-SMC6 complex localization factor protein 1 ,2,9,9,20,bin_5,SMC5-SMC6 complex localization factor protein 1,NSE1,0,308,3779,418,SLF1,HGNC:25408,SMC5/6 complex localization factor 1,20,forkhead box P3,0
STXB3_HUMAN,O00186,STXBP3,Syntaxin-binding protein 3,3,14,11,28,bin_5,Syntaxin-binding protein 3,STXBP3,1,188,3902,1987,STXBP3,HGNC:11446,syntaxin binding protein 3,20,ret proto-oncogene,0
RN139_HUMAN,Q8WU17,RNF139,E3 ubiquitin-protein ligase RNF139,6,9,5,20,bin_5,E3 ubiquitin-protein ligase RNF139,RNF139,1,230,3871,90,RNF139,HGNC:17023,ring finger protein 139,20,prostaglandin-endoperoxide synthase 2,0
