ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,all_go_counts,bin,normalized_protein,normalized_gene_name,MATCH,PMC_ID,Rank,PMC_PROTEIN,HGNC_symbol,HGNC_id,HGNC_name,Bin,predicted_hgnc_term,term_match_result
CHMP7_HUMAN,Q8WUX9,CHMP7,Charged multivesicular body protein 7,0,24,16,40,bin_5,Charged multivesicular body protein 7,CHMP7,1,470,3570,4396,CHMP7,HGNC:28439,charged multivesicular body protein 7,19,solute carrier family 25 member 18,0
DDRGK_HUMAN,Q96HY6,DDRGK1,DDRGK domain-containing protein 1 ,3,29,4,36,bin_5,DDRGK domain-containing protein 1,DDRGK1,1,340,3736,119,DDRGK1,HGNC:16110,DDRGK domain containing 1,19,solute carrier family 25 member 18,0
AT1A4_HUMAN,Q13733,ATP1A4,Sodium/potassium-transporting ATPase subunit alpha-4 ,6,18,7,31,bin_5,Sodium/potassium-transporting ATPase subunit alpha-4,ATP1A4,1,338,3740,104,ATP1A4,HGNC:14073,ATPase Na+/K+ transporting subunit alpha 4,19,solute carrier family 25 member 18,0
M3K10_HUMAN,Q02779,MAP3K10,Mitogen-activated protein kinase kinase kinase 10,8,12,1,21,bin_5,Mitogen-activated protein kinase kinase kinase 10,MAP3K10,1,396,3669,330675,MAP3K10,HGNC:6849,mitogen-activated protein kinase kinase kinase 10,19,solute carrier family 25 member 18,0
STX5_HUMAN,Q13190,STX5,Syntaxin-5,3,11,9,23,bin_5,Syntaxin-5,STX5,1,388,3679,2625,STX5,HGNC:11440,syntaxin 5,19,solute carrier family 25 member 18,0
DBNL_HUMAN,Q9HBN8,DBNL,Drebrin-like protein,6,7,23,36,bin_5,Drebrin-like protein,DBNL,1,349,3726,163,DBNL,HGNC:2696,drebrin like,19,apolipoprotein E,0
TCF15_HUMAN,Q12870,TCF15,Transcription factor 15 ,7,18,3,28,bin_5,Transcription factor 15,TCF15,1,461,3581,1228426,TCF15,HGNC:11627,transcription factor 15,19,solute carrier family 25 member 18,0
CK5P3_HUMAN,Q96JB5,CDK5RAP3,CDK5 regulatory subunit-associated protein 3 ,7,27,9,43,bin_5,CDK5 regulatory subunit-associated protein 3,CDK5RAP3,1,389,3676,561,CDK5RAP3,HGNC:18673,CDK5 regulatory subunit associated protein 3,19,solute carrier family 25 member 18,0
KS6A4_HUMAN,O75676,RPS6KA4,Ribosomal protein S6 kinase alpha-4,7,10,5,22,bin_5,Ribosomal protein S6 kinase alpha-4,RPS6KA4,1,362,3715,364,RPS6KA4,HGNC:10433,ribosomal protein S6 kinase A4,19,solute carrier family 25 member 18,0
ACH10_HUMAN,Q9GZZ6,CHRNA10,Neuronal acetylcholine receptor subunit alpha-10,4,8,9,21,bin_5,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,1,328,3756,205,CHRNA10,HGNC:13800,cholinergic receptor nicotinic alpha 10 subunit,19,solute carrier family 25 member 18,0
RUXF_HUMAN,P62306,SNRPF,Small nuclear ribonucleoprotein F,1,5,19,25,bin_5,Small nuclear ribonucleoprotein F,SNRPF,1,329,3752,38422,SNRPF,HGNC:11162,small nuclear ribonucleoprotein polypeptide F,19,solute carrier family 25 member 18,0
SMD3_HUMAN,P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,6,6,24,36,bin_5,Small nuclear ribonucleoprotein Sm D3,SNRPD3,1,450,3600,725,SNRPD3,HGNC:11160,small nuclear ribonucleoprotein D3 polypeptide,19,solute carrier family 25 member 18,0
UHMK1_HUMAN,Q8TAS1,UHMK1,Serine/threonine-protein kinase Kist,8,6,7,21,bin_5,Serine/threonine-protein kinase Kist,no appropriate match,0,351,3723,35,UHMK1,HGNC:19683,U2AF homology motif kinase 1,19,solute carrier family 25 member 18,0
TTC8_HUMAN,Q8TAM2,TTC8,Tetratricopeptide repeat protein 8,1,19,9,29,bin_5,Tetratricopeptide repeat protein 8,TTC8,1,429,3625,10130,TTC8,HGNC:20087,tetratricopeptide repeat domain 8,19,solute carrier family 25 member 18,0
KIFA3_HUMAN,Q92845,KIFAP3,Kinesin-associated protein 3,3,14,16,33,bin_5,Kinesin-associated protein 3,KIFAP3,1,363,3712,558,KIFAP3,HGNC:17060,kinesin associated protein 3,19,solute carrier family 25 member 18,0
PLXA3_HUMAN,P51805,PLXNA3,Plexin-A3,1,18,2,21,bin_5,Plexin-A3,PLXNA3,1,349,3727,403,PLXNA3,HGNC:9101,plexin A3,19,solute carrier family 25 member 18,0
FOXB1_HUMAN,Q99853,FOXB1,Forkhead box protein B1,4,21,2,27,bin_5,Forkhead box protein B1,FOXB1,1,388,3678,7819,FOXB1,HGNC:3799,forkhead box B1,19,cAMP responsive element binding protein 1,0
TMEDA_HUMAN,P49755,TMED10,Transmembrane emp24 domain-containing protein 10,3,15,18,36,bin_5,Transmembrane emp24 domain-containing protein 10,TMED10,1,453,3595,459,TMED10,HGNC:16998,transmembrane p24 trafficking protein 10,19,solute carrier family 25 member 18,0
BICD1_HUMAN,Q96G01,BICD1,Protein bicaudal D homolog 1,8,15,8,31,bin_5,Protein bicaudal D homolog 1,BICD1,1,425,3631,794,BICD1,HGNC:1049,BICD cargo adaptor 1,19,apolipoprotein E,0
SC5A6_HUMAN,Q9Y289,SLC5A6,Sodium-dependent multivitamin transporter ,7,7,6,20,bin_5,Sodium-dependent multivitamin transporter,SLC5A6,1,386,3680,498,SLC5A6,HGNC:11041,solute carrier family 5 member 6,19,solute carrier family 25 member 18,0
P4K2A_HUMAN,Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,4,4,17,25,bin_5,Phosphatidylinositol 4-kinase type 2-alpha,PI4K2A,1,385,3682,141,PI4K2A,HGNC:30031,phosphatidylinositol 4-kinase type 2 alpha,19,solute carrier family 25 member 18,0
ATPA_HUMAN,Q9BTV8,ATP5F1A,"ATP synthase subunit alpha, mitochondrial ",8,10,12,30,bin_5,"ATP synthase subunit alpha, mitochondrial",ATP5F1A,1,446,3607,51241,ATP5F1A,HGNC:823,ATP synthase F1 subunit alpha,19,apolipoprotein E,0
PLPP3_HUMAN,O14495,PLPP3,Phospholipid phosphatase 3 ,4,23,11,38,bin_5,Phospholipid phosphatase 3,PLPP3,1,457,3584,54061,PLPP3,HGNC:9229,phospholipid phosphatase 3,19,solute carrier family 25 member 18,0
U17L2_HUMAN,Q6R6M4,USP17L2,Ubiquitin carboxyl-terminal hydrolase 17,1,18,3,22,bin_5,Ubiquitin carboxyl-terminal hydrolase 17,USP17,0,113,3952,3964,USP17L2,HGNC:34434,ubiquitin specific peptidase 17 like family member 2,20,solute carrier family 25 member 18,0
TADA3_HUMAN,O75528,TADA3,Transcriptional adapter 3,4,16,6,26,bin_5,Transcriptional adapter 3,TADA3,1,144,3934,81901,TADA3,HGNC:19422,transcriptional adaptor 3,20,solute carrier family 25 member 18,0
COR1B_HUMAN,Q9BR76,CORO1B,Coronin-1B,4,14,11,29,bin_5,Coronin-1B,CORO1B,1,231,3867,477,CORO1B,HGNC:2253,coronin 1B,20,apolipoprotein E,0
MINP1_HUMAN,Q9UNW1,MINPP1,Multiple inositol polyphosphate phosphatase 1 ,13,5,3,21,bin_5,Multiple inositol polyphosphate phosphatase 1,MINPP1,1,297,3792,222,MINPP1,HGNC:7102,multiple inositol-polyphosphate phosphatase 1,20,solute carrier family 25 member 18,0
CP2W1_HUMAN,Q8TAV3,CYP2W1,Cytochrome P450 2W1 ,8,6,6,20,bin_5,Cytochrome P450 2W1,CYP2W1,1,297,3793,263,CYP2W1,HGNC:20243,cytochrome P450 family 2 subfamily W member 1,20,solute carrier family 25 member 18,0
NOC2L_HUMAN,Q9Y3T9,NOC2L,Nucleolar complex protein 2 homolog,6,7,7,20,bin_5,Nucleolar complex protein 2 homolog,NOC2L,1,228,3875,12697,NOC2L,HGNC:24517,NOC2 like nucleolar associated transcriptional repressor,20,solute carrier family 25 member 18,0
SKOR2_HUMAN,Q2VWA4,SKOR2,SKI family transcriptional corepressor 2 ,6,11,3,20,bin_5,SKI family transcriptional corepressor 2,SKOR2,1,154,3928,900,SKOR2,HGNC:32695,SKI family transcriptional corepressor 2,20,solute carrier family 25 member 18,0
SPEF1_HUMAN,Q9Y4P9,SPEF1,Sperm flagellar protein 1,2,9,12,23,bin_5,Sperm flagellar protein 1,SPEF1,1,127,3946,5872,SPEF1,HGNC:15874,sperm flagellar 1,20,solute carrier family 25 member 18,0
AZIN2_HUMAN,Q96L56,AZIN2,Antizyme inhibitor 2,2,8,13,23,bin_5,Antizyme inhibitor 2,AZIN2,1,194,3898,1453,AZIN2,HGNC:29957,antizyme inhibitor 2,20,solute carrier family 25 member 18,0
ZBED1_HUMAN,O96006,ZBED1,E3 SUMO-protein ligase ZBED1 ,12,6,6,24,bin_5,E3 SUMO-protein ligase ZBED1,ZBED1,1,174,3913,18,ZBED1,HGNC:447,zinc finger BED-type containing 1,20,apolipoprotein B,0
SELK_HUMAN,Q9Y6D0,SELENOK,Selenoprotein K ,1,20,4,25,bin_5,Selenoprotein K,SELENOK,1,252,3847,8695,SELENOK,HGNC:30394,selenoprotein K,20,solute carrier family 25 member 18,0
DCNP1_HUMAN,Q8TF63,DCANP1,Dendritic cell nuclear protein 1 ,1,19,3,23,bin_5,Dendritic cell nuclear protein 1,DCNP1,0,9,3975,202697,DCANP1,HGNC:24459,dendritic cell associated nuclear protein 1,20,solute carrier family 25 member 18,0
RFIP3_HUMAN,Q9H1G0,RAB11FIP3,Rab11 family-interacting protein 3 ,8,16,17,41,bin_5,Rab11 family-interacting protein 3,RAB11FIP3,1,183,3905,615,RAB11FIP3,HGNC:17224,RAB11 family interacting protein 3,20,solute carrier family 25 member 18,0
CARL1_HUMAN,Q5VZK9,CARMIL1,F-actin-uncapping protein LRRC16A ,1,15,9,25,bin_5,F-actin-uncapping protein LRRC16A,LRRC16A,0,189,3901,11,CARMIL1,HGNC:21581,capping protein regulator and myosin 1 linker 1,20,solute carrier family 25 member 18,0
WASH3_HUMAN,C4AMC7,WASH3P,Putative WAS protein family homolog 3,3,9,10,22,bin_5,Putative WAS protein family homolog 3,WASHC3,0,22,3973,120824,WASH3P,HGNC:24362,"WASP family homolog 3, pseudogene",20,solute carrier family 25 member 18,0
H33_HUMAN,P84243,H3-3B,Histone H3.3,5,17,9,31,bin_5,Histone H3.3,H3F3A,0,241,3861,107233,H3-3B,HGNC:4765,H3.3 histone B,20,solute carrier family 25 member 18,0
CAR16_HUMAN,Q5EG05,CARD16,Caspase recruitment domain-containing protein 16,5,10,5,20,bin_5,Caspase recruitment domain-containing protein 16,CARD16,1,202,3891,10825,CARD16,HGNC:33701,caspase recruitment domain family member 16,20,solute carrier family 25 member 18,0
CLCN4_HUMAN,P51793,CLCN4,H(+)/Cl(-) exchange transporter 4,4,3,13,20,bin_5,H(+)/Cl(-) exchange transporter 4,CLC4,0,301,3788,58983,CLCN4,HGNC:2022,chloride voltage-gated channel 4,20,apolipoprotein A1,0
TBG2_HUMAN,Q9NRH3,TUBG2,Tubulin gamma-2 chain,3,6,11,20,bin_5,Tubulin gamma-2 chain,TUBG2,1,157,3925,792,TUBG2,HGNC:12419,tubulin gamma 2,20,solute carrier family 25 member 18,0
SPIR2_HUMAN,Q8WWL2,SPIRE2,Protein spire homolog 2,2,13,5,20,bin_5,protein spire homolog 2,SPIRE2,1,162,3921,460,SPIRE2,HGNC:30623,spire type actin nucleation factor 2,20,solute carrier family 25 member 18,0
TMF1_HUMAN,P82094,TMF1,TATA element modulatory factor,3,14,5,22,bin_5,TATA element modulatory factor,TMF1,1,260,3842,1047,TMF1,HGNC:11870,TATA element modulatory factor 1,20,solute carrier family 25 member 18,0
ANR27_HUMAN,Q96NW4,ANKRD27,Ankyrin repeat domain-containing protein 27,4,8,12,24,bin_5,Ankyrin repeat domain-containing protein 27,ANKRD27,1,170,3916,3590,ANKRD27,HGNC:25310,ankyrin repeat domain 27,20,solute carrier family 25 member 18,0
MEGF8_HUMAN,Q7Z7M0,MEGF8,Multiple epidermal growth factor-like domains protein 8,1,17,3,21,bin_5,Multiple epidermal growth factor-like domains protein 8,MEGF8,1,276,3823,4897,MEGF8,HGNC:3233,multiple EGF like domains 8,20,apolipoprotein E,0
SL9B2_HUMAN,Q86UD5,SLC9B2,Sodium/hydrogen exchanger 9B2,3,9,9,21,bin_5,Sodium/hydrogen exchanger 9B2,SLC9B2,1,125,3948,11,SLC9B2,HGNC:25143,solute carrier family 9 member B2,20,solute carrier family 25 member 18,0
ZDHC7_HUMAN,Q9NXF8,ZDHHC7,Palmitoyltransferase ZDHHC7 ,4,14,4,22,bin_5,Palmitoyltransferase ZDHHC7,ZDHHC7,1,266,3836,118,ZDHHC7,HGNC:18459,zDHHC palmitoyltransferase 7,20,solute carrier family 25 member 18,0
RMP_HUMAN,O94763,URI1,Unconventional prefoldin RPB5 interactor 1,6,9,8,23,bin_5,Unconventional prefoldin RPB5 interactor 1,URI1,1,219,3880,140,URI1,HGNC:13236,URI1 prefoldin like chaperone,20,solute carrier family 25 member 18,0
EXOS8_HUMAN,Q96B26,EXOSC8,Exosome complex component RRP43,2,11,12,25,bin_5,Exosome complex component RRP43,EXOSC8,1,272,3830,147,EXOSC8,HGNC:17035,exosome component 8,20,solute carrier family 25 member 18,0
ACOT8_HUMAN,O14734,ACOT8,Acyl-coenzyme A thioesterase 8,10,8,2,20,bin_5,Acyl-coenzyme A thioesterase 8,ACOT8,1,287,3808,1505,ACOT8,HGNC:15919,acyl-CoA thioesterase 8,20,solute carrier family 25 member 18,0
RUFY3_HUMAN,Q7L099,RUFY3,Protein RUFY3 ,0,9,12,21,bin_5,protein,RUFY3,1,294,3801,288,RUFY3,HGNC:30285,RUN and FYVE domain containing 3,20,solute carrier family 25 member 18,0
NUBP1_HUMAN,P53384,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1 ,7,7,6,20,bin_5,Cytosolic Fe-S cluster assembly factor NUBP1,NUBP1,1,219,3881,58,NUBP1,HGNC:8041,"NUBP iron-sulfur cluster assembly factor 1, cytosolic",20,solute carrier family 25 member 18,0
